"action","keyword","token","upos","xpos","n_docs"
"x","II","II,II),II:","NUM,PROPN,PRON,INTJ,X,SYM,PUNCT,NOUN","CD,NNP,PRP,UH,GW,NFP,-RRB-,NNS,NN",3843
"x","III","III,III)","NUM,PROPN,NOUN,PRON,INTJ,X,SYM","CD,NNP,NN,PRP,NNS,UH,GW,NFP,LS",2590
"x","IKK","IKK","PROPN,NOUN,NUM","NNP,NN,CD",20
"x","IL","IL","NOUN,PROPN,SYM,VERB,AUX,ADJ","NN,NNP,$,VB,MD,JJ",167
"x","IL2","IL2","PROPN,NOUN,NUM","NNP,NN,CD",26
"x","IMP","IMP","PROPN,ADV,SYM,ADJ,NOUN,INTJ","NNP,RB,NFP,JJ,NN,UH",48
"x","IP3","IP3","NUM,PROPN,NOUN","CD,NNP,NN",23
"x","IQ","IQ,IQs","NOUN","NN,NNS",30
"x","IRF","IRF,IRFs","PROPN,ADP,NOUN,ADJ,ADV","NNP,IN,NNS,JJ,RB,NN",39
"x","ISG","ISG,ISGs","VERB,PROPN,NOUN,ADV,INTJ","VBG,NNP,VB,NN,RB,UH,NNS",27
"x","ISG15","ISG15","PROPN,NUM","NNP,CD",21
"x","ISWI","ISWI","ADJ,PROPN,X,PRON,NOUN","JJ,NNP,AFX,PRP,NNS,NN",25
"x","ITIM","ITIM,ITIMs","PROPN,NOUN","NNP,NN,NNS",42
"x","IV","IV","NOUN,PROPN,AUX,X","NN,NNP,VBP,GW",271
"x","IX","IX","PROPN,ADP,NOUN,X,NUM,SYM","NNP,IN,NN,ADD,CD,SYM,NFP",93
"x","Ib","Ib,Ib.","PROPN,NUM,NOUN","NNP,CD,NN",62
"","Ig","Ig,Igs","PROPN,ADJ,NOUN,PRON,X,ADV,VERB","NNP,JJ,NN,ADD,RB,NNS,VB",129
"","IgA","IgA","PROPN,NOUN,X,DET","NNP,NN,AFX,DT,ADD,GW",84
"","IgD","IgD","ADJ,VERB,NOUN,PROPN","JJ,VB,NN,VBN,NNP",51
"","IgE","IgE","PRON,PROPN,VERB,NOUN,ADJ,X","NN,NNP,VB,JJ,GW",109
"","IgG","IgG","PROPN,PRON,ADJ,NOUN,VERB,INTJ","NNP,NN,JJ,VB,VBG,UH",107
"","IgM","IgM,IgM.","NOUN,PROPN,ADJ,PRON,X,AUX,NUM","NN,NNP,JJ,PRP,GW,VBP,ADD,CD",108
"","JAK","JAK,JAKs","PROPN,ADJ,NOUN","NNP,JJ,NNS",51
"","JNK","JNK","PROPN,ADJ,NUM,NOUN","NNP,JJ,CD,NN",87
"","JUN","JUN","PROPN,ADP,CCONJ,NOUN","NNP,IN,CC,NN",37
"JAK","Jak","Jak","PROPN","NNP",20
"x","Joubert","Joubert","NOUN,PROPN","NN,NNP",60
"x","K27","K27","NUM","CD",22
"x","K63","K63","PROPN,X,NOUN,NUM","NNP,LS,NN,CD",27
"x","K9","K9","NUM","CD",20
"x","KAP","KAP,KAPs","PROPN,SYM,NOUN","NNP,NFP,NNS,NN",138
"x","KIR","KIRs,KIR","PROPN,NOUN,PRON","NNP,NN,PRP$",121
"x","KRAB","KRAB","PROPN,NOUN,NUM","NNP,NN,CD",61
"x","KRT","KRT","ADP,PROPN,PART,NOUN","IN,NNP,RB,NN",26
"x","Kruppel","Kruppel","PROPN,NOUN","NNP,NN",67
"x","Kv","Kv","PROPN","NNP",44
"x","L1","L1","PROPN,NUM,NOUN,X","NNP,CD,NN,GW",22
"x","LDL","LDL,LDLs","PROPN,ADJ,VERB,INTJ,NOUN","NNP,JJ,VB,UH,NNS,NN",57
"x","LH","LH","INTJ,PROPN,NOUN","UH,NNP,NN",35
"x","LIM","LIM","NOUN,PROPN,NUM,INTJ,ADJ,VERB,PRON","NN,NNP,CD,UH,JJ,VBP,NNS,PRP",108
"x","LPA","LPA","PROPN","NNP",22
"x","LRR","LRR,LRRs","INTJ,ADJ,PROPN,NOUN,ADV","UH,JJR,NNP,NN,NNS,NNPS,RBR",43
"x","LSU","LSU","PROPN","NNP",105
"x","Langerhan","Langerhans","PROPN,NOUN","NNPS,NNS",43
"x","Leber","Leber","PROPN,VERB,NOUN","NNP,VBP,NN",44
"x","Lewy","Lewy","ADJ,PROPN,X,VERB","JJ,NNP,GW,VB",23
"x","Leydig","Leydig","PROPN,ADJ","NNP,JJ",23
"x","M.","M.","PROPN,NOUN,X","NNP,NN,FW",25
"x","MAD","MAD","NOUN,PROPN,VERB,ADJ","NN,NNP,VBD,JJ",20
"x","MAGE","MAGE","PROPN,X,ADJ","NNP,GW,JJ",23
"x","MAGEA","MAGEA","PROPN,NOUN","NNP,NN",34
"x","MAGUK","MAGUK,MAGUKs","PROPN,ADJ,NOUN,NUM","NNP,JJ,NNS,NN,CD,NNPS",25
"x","MAP","MAP,MAPs","NOUN,PROPN,ADJ","NN,NNP,JJ,NNS",161
"","MAPK","MAPK,MAPKs","PROPN,ADJ,NOUN,NUM,VERB","NNP,JJ,NN,NNPS,CD,NNS,VB",144
"x","MAPK8","MAPK8","PROPN","NNP",21
"x","MBD","MBD","PROPN,NOUN,ADJ","NNP,NNS,NN,JJ",20
"x","MCM","MCM,MCMs","PROPN,AUX,NOUN,X,ADJ,PRON","NNP,VBP,NN,ADD,JJ,NNS,PRP",41
"x","MDR","MDR","ADJ,PROPN","JJR,NNP",58
"x","MELLITUS","MELLITUS","PROPN,NOUN","NNP,NNS,NN",24
"x","MESH","MESH","PROPN,INTJ","NNP,UH",29
"x","MHC","MHC,MHC.","PROPN","NNP",429
"x","MIM","MIM,MIM#","X,NUM,PRON,PROPN,NOUN,SYM","GW,CD,PRP,NNP,NN",688
"x","MLL","MLL","PROPN,AUX,ADJ,NOUN,DET","NNP,MD,JJ,NN,DT",23
"x","MMP","MMPs,MMP","NOUN,PROPN,ADJ","NNS,NNP,JJ,NNPS",49
"x","MRI","MRI","PROPN,NOUN","NNP,NN",36
"x","MRP","MRP","PROPN,NOUN","NNP,NN",61
"x","MRS","MRS","PROPN","NNP",22
"x","MVB","MVB,MVBs","PROPN,NOUN,X,ADJ","NNP,NNPS,NNS,LS,JJ,NN",24
"Myc","MYC","MYC","PROPN,NOUN","NNP,NN",34
"x","Mageni","Magenis","PROPN","NNP,NNPS",31
"x","Malpighian","Malpighian","ADJ","JJ",42
"x","Marie","Marie","PROPN","NNP",115
"x","Mb","Mb","NOUN,PROPN","NN,NNP",43
"x","Meckel","Meckel","PROPN,NOUN","NNP,NN",24
"x","MyD88","MyD88","NOUN,NUM,PROPN,X","NN,CD,NNP,LS",22
"","Myc","Myc,Myc.","PROPN,ADJ,NOUN","NNP,JJ,NN",31
"x","N'","N'","PROPN,NOUN","NNP,NN",34
"x","N,N","N,N","ADP,NOUN,CCONJ,ADV,ADJ,PROPN,X","IN,NN,CC,RB,JJ,NNP,GW",26
"x","N1","N1","NUM,NOUN,PROPN","CD,NN,NNP",45
"x","N2","N2","NOUN,NUM,PROPN,X","NN,CD,NNP,GW,LS",43
"x","N4","N4","NOUN,PROPN,NUM","NN,NNP,CD",24
"x","N5","N5","NUM,PROPN,NOUN","CD,NNP,NN",30
"x","N6","N6","NOUN,NUM,PROPN,X","NN,CD,NNP,LS",200
"x","NACHT","NACHT","PROPN,PART,NOUN,ADJ,INTJ","NNP,RB,NN,JJ,UH",24
"x","NAD","NAD,:NAD","PROPN,NOUN,VERB,ADJ,ADV,AUX","NNP,NN,VBN,VB,JJ,RB,NNS,VBP,MD",1154
"x","NADH","NADH,NADH:","ADJ,INTJ,PROPN,NOUN,DET,VERB,PUNCT,SYM","JJ,UH,NNP,NN,DT,VB,,,NFP",695
"x","NADP","NADP","PROPN,NOUN,INTJ,SYM,VERB,X,ADV","NNP,NN,UH,NFP,VB,GW,RB",810
"x","NADPH","NADPH,NADPH:","PROPN,NOUN,ADJ,INTJ,DET,X,VERB,PUNCT,SYM,SCONJ","NNP,NN,JJ,UH,DT,GW,VB,:,NFP,IN",892
"x","NEDD","NEDD","PROPN,NOUN,ADV,VERB","NNP,NN,RB,VB",30
"x","NF","NF","PROPN,ADP,NOUN","NNP,IN,NN",232
"x","NFAT","NFAT","PROPN,DET,PRON,SCONJ,ADJ,NOUN","NNP,DT,WDT,IN,JJ,NN",28
"x","NGF","NGF","PROPN","NNP",20
"x","NH","NH","ADJ,PROPN,NOUN","JJ,NNP,NN",34
"x","NH2","NH2","PROPN,NUM,NOUN","NNP,CD,NN",47
"x","NH3","NH3,NH3+","NUM,PROPN,NOUN,SYM","CD,NNP,NN,NFP",178
"x","NH4","NH4","NUM,PROPN","CD,NNP",80
"x","NK","NK","PROPN,NUM","NNP,CD",158
"x","NLS","NLS","INTJ,AUX,NOUN,PROPN,VERB","UH,VBZ,NN,NNP,VB,NNS",28
"x","NMD","NMD","PROPN,NOUN,ADJ","NNP,NN,JJ",125
"x","NMDA","NMDA","PROPN,DET,NOUN,ADJ","NNP,DT,NN,JJ",42
"x","NO","NO","INTJ,PROPN,DET,NOUN","UH,NNP,DT,NN",40
"x","NODE","NODE","PROPN,ADV","NNP,RB",22
"x","NPC","NPC,NPCs","PROPN,NOUN","NNP,NN,NNS",48
"x","Non","Non","X,PROPN,NOUN","FW,AFX,NNP,NN",32
"x","Noonan","Noonan","PROPN,ADJ","NNP,JJ",31
"x","O2","O2","PROPN,NUM,NOUN,X","NNP,CD,NN,LS",1123
"x","OABP","OABP","PROPN","NNP",43
"x","OF","OF","ADP","IN",29
"x","OH","OH","PROPN,NOUN,ADJ,INTJ","NNP,NN,JJ,UH",130
"x","OMIM","OMIM","INTJ,NOUN,NUM","UH,NN,CD",310
"x","ORC","ORC","PROPN,NOUN","NNP,NN",23
"","ORF","ORF,ORFs","PROPN,NOUN,ADP,ADV,PRON","NNP,NN,NNS,IN,RB,PRP",45
"x","Overexpression","Overexpression","NOUN,PROPN","NN,NNP",78
"x","P1","P1","NOUN,NUM,PROPN","NN,CD,NNP",37
"x","P2","P2","NUM,NOUN,PROPN,X","CD,NN,NNP,LS",49
"x","P450","P450","NUM,NOUN,X,PROPN","CD,NN,LS,NNP",169
"x","PAIN","PAIN","PROPN,NOUN,VERB","NNP,NN,VB",32
"x","PAP","PAP,PAPs","NOUN,PROPN,INTJ","NN,NNP,UH,NNS",21
"x","PAR","PAR,PARs","NOUN,PROPN","NN,NNP,NNS",20
"x","PBD","PBDs,PBD","NOUN,PROPN","NNS,NN,NNP",25
"x","PCNA","PCNA","PROPN,NOUN,X,ADP","NNP,NN,IN",29
"x","PDE","PDEs,PDE","NOUN,VERB,PROPN","NNS,NN,VBP,NNP",27
"x","PDGF","PDGF","PROPN,NOUN","NNP,NNS",21
"x","PDZ","PDZ","NOUN,PROPN,ADJ,VERB","NN,NNP,JJ,VBP",88
"x","PEP","PEP","NOUN,PROPN,VERB","NN,NNP,VB",47
"x","PH","PH","PROPN,NOUN,INTJ,ADJ","NNP,NN,UH,JJ",45
"x","PHD","PHD","ADJ,NOUN","JJ,NN,NNS",35
"x","PI","PI,PIs","NOUN,PROPN,X","NN,NNP,AFX,LS,NNS",52
"x","PI3","PI3","NUM,PROPN,NOUN,VERB","CD,NNP,NN,VBP",68
"x","PIC","PIC","PROPN,X,NOUN","NNP,LS,NN",26
"x","PKA","PKA","NOUN,PROPN,DET,X","NN,NNP,DT,AFX",46
"x","PKC","PKC","PROPN,NOUN,ADJ","NNP,NN,JJ",53
"x","PMID","PMID,PMIDs,PMID:","NOUN,X,VERB,ADP","NN,GW,NNS,VBN,IN",115
"x","PML","PML","NOUN,PROPN,ADJ,VERB","NN,NNP,JJ,VB",25
"x","POU","POU","PROPN,NOUN,X,PRON","NNP,NN,GW,PRP",25
"x","POZ","POZ","NOUN,PROPN","NN,NNP,NNPS",35
"x","PP","PP","NOUN,PROPN","NN,NNP",69
"x","PP1","PP1","NUM,NOUN,PROPN","CD,NN,NNP",44
"x","PPAR","PPARs,PPAR","NOUN,PROPN,VERB","NNS,NN,NNP,VB,NNPS",20
"x","PPIase","PPIase,PPIases","NOUN","NN,NNS",26
"x","PR","PR","NOUN,ADP","NN,IN",36
"x","PSG","PSG,PSGs","PROPN,NOUN","NNP,NNS,NN,NNPS",30
"x","PTEN","PTEN","ADJ,ADV,NOUN,X,PROPN","JJ,RB,NN,WRB,ADD,NNP",21
"x","PTH","PTH","NOUN,DET,INTJ","NN,DT,UH",20
"x","PTP","PTP,PTPs","NOUN,PROPN","NN,NNS,NNP",170
"x","PX","PX","PROPN,NOUN","NNP,NN",24
"","Parkinson","Parkinson","PROPN,NOUN","NNP,NN",86
"x","Phe","Phe","PRON,PROPN,NOUN,DET","PRP,NNP,NN,DT",29
"","Polycomb","Polycomb","PROPN,NOUN","NNP,NN",21
"x","Prader","Prader","PROPN,NOUN","NNP,NN",27
"","Proteasome","Proteasome,Proteasomes","PROPN,NOUN","NNP,NNS",40
"","Pseudogene","Pseudogenes","NOUN","NNS",158
"x","PtdIn","PtdIns","NOUN","NNS",23
"x","Pudlak","Pudlak","PROPN,NOUN","NNP,NN",27
"x","Purkinje","Purkinje","PROPN,NOUN,ADJ,VERB","NNP,NN,JJ,VB",145
"x","QRS","QRS","NOUN,PRON,PROPN","NN,PRP,NNS,NNP",44
"x","QT","QT","NOUN,ADJ,PROPN,ADP","NN,JJ,NNP,IN",32
"x","R7","R7","NOUN,NUM","NN,CD",20
"x","R8","R8","NOUN,PROPN,NUM","NN,NNP,CD",25
"x","RA","RA","PROPN,X,INTJ,NOUN","NNP,GW,UH,NN",71
"x","RAB","RAB","PROPN,ADJ,NOUN,NUM","NNP,JJ,NN,CD",51
"x","RAD","RAD","PROPN,NOUN,VERB,AUX","NNP,NN,VB,MD",37
"x","RAS","RAS","PROPN,NOUN,AUX,VERB,ADP,X,SCONJ","NNP,NNS,VBZ,NN,VB,IN,GW,VBD",108
"x","RBP","RBP","PROPN,NOUN","NNP,NN",23
"x","REM","REM","NOUN,NUM,ADJ,PROPN,X,PRON","NN,CD,JJ,NNP,ADD,PRP",24
"x","RGS","RGS","PROPN,NOUN,AUX,ADJ","NNP,NNS,NN,VBZ,JJ",43
"x","RIG","RIG","PROPN,NOUN,INTJ,PRON","NNP,NN,UH",24
"x","RING","RING","NOUN,ADJ,ADP,PROPN,VERB","NN,JJ,IN,NNP,VBG,VB",190
"","RISC","RISC","PROPN,X,NOUN","NNP,LS,NN",1930
"x","RNA","RNAs,RNA","NOUN,PROPN,DET,ADP,X,INTJ,SYM,ADJ,PART,ADV","NNS,NNP,DT,NN,IN,FW,NNPS,AFX,LS,UH,GW,SYM,JJ,TO,RB",9291
"","RNAi","RNAi","PROPN,AUX,PRON,NOUN","NNP,VBZ,PRP,NN",22
"","RNP","RNP,RNPs","X,NOUN,PROPN,SYM","GW,NN,NNPS,NNP,NFP,NNS",39
"x","RNR1","RNR1","PROPN","NNP",20
"x","RNR5","RNR5","PROPN","NNP",20
"","RNase","RNase,RNases","ADJ,PROPN,NOUN,VERB","JJ,NNP,NN,VB,NNS",31
"x","RO","RO","ADP,PROPN,NOUN","IN,NNP,NN",25
"x","ROBO","ROBO","PROPN,PRON,SYM,ADJ","NNP,WP,NFP,JJ",22
"x","RP","RP","NOUN,SYM,PROPN","NN,NFP,NNP",21
"x","RRM","RRM,RRMs","NOUN,PROPN,ADJ,INTJ","NN,NNP,JJ,UH,NNS",57
"x","Rab","Rab,Rabs","PROPN,NUM,ADJ,VERB,NOUN","NNP,CD,JJ,VB,NN,NNS",82
"x","Rac","Rac","PROPN","NNP",39
"x","Ranvier","Ranvier","PROPN,NOUN","NNP,NN",21
"x","Readthrough","Readthrough","ADJ","JJ",31
"x","RefSeq","RefSeq,RefSeqs","NOUN,PROPN","NN,NNP,NNS",1936
"x","RhoA","RhoA","PROPN,DET,NOUN","NNP,DT,NN",24
"","Rhombomere","Rhombomeres","NOUN","NNS",106
"","Ribonucleic","Ribonucleic","ADJ","JJ",43
"x","S.","S.","PROPN,NOUN","NNP,NN",242
"x","S1","S1","PROPN,NOUN,NUM","NNP,NN,CD",56
"x","S100","S100","NUM,PROPN,NOUN","CD,NNP,NN",60
"x","S2","S2","PROPN,NUM,NOUN","NNP,CD,NN",21
"x","S6","S6","PROPN,NUM,NOUN","NNP,CD,NN",24
"x","SA","SA","PROPN,NOUN,DET","NNP,NN,DT",46
"x","SAM","SAM,SAMs","NOUN,PROPN,AUX","NN,NNP,NNS,VBP",34
"","SARS","SARS","PROPN,NOUN,AUX,VERB","NNP,NNS,NN,VBZ",77
"x","SCF","SCF,SCFs","PROPN,ADP,NOUN,PRON","NNP,IN,NN,NNS,NNPS,PRP,RP",132
"x","SD","SD","PROPN,NOUN","NNP,NN",57
"x","SECIS","SECIS","PROPN,NOUN,PRON,DET","NNP,NN,DT,NNS",34
"x","SET","SET","PROPN,ADJ,NOUN","NNP,JJ,NN",35
"x","SH2","SH2","NUM,NOUN,PROPN","CD,NN,NNP",56
"x","SH3","SH3","NOUN,NUM,PROPN","NN,CD,NNP",93
"x","SKP1","SKP1","PROPN,NUM,NOUN","NNP,CD,NN",85
"x","SL","SL","PROPN,NOUN,ADJ,SYM","NNP,NN,JJ,$",49
"x","SLC","SLC","PROPN,NOUN","NNP,NN,NNPS",29
"x","SLIT","SLIT","NOUN,VERB,PROPN","NN,VBN,NNP,VB",20
"x","SMAD","SMAD,SMADs","NOUN,AUX,ADJ,PROPN,VERB","NN,MD,JJ,NNP,VB,VBP,NNS",129
"x","SMC","SMCs,SMC","NOUN,PROPN,ADJ","NNS,NNP,NN,JJ",21
"x","SMN","SMN","NOUN,PROPN,ADJ,X","NN,NNP,JJ,GW",35
"x","SNAP","SNAP,SNAPs","PROPN","NNP",55
"x","SNARE","SNAREs","PROPN,NOUN","NNPS,NNS,NNP",22
"x","SNF","SNF","PROPN","NNP",60
"","SNP","SNPs,SNP","NOUN,PROPN,SYM","NNS,NNP,NFP,NN,NNPS",31
x"","SOCS","SOCS","NOUN,PROPN,INTJ,ADJ,AUX","NN,NNP,UH,JJ,NNS,VBZ",78
x"","SOX","SOX","NOUN,PROPN,ADJ","NN,NNP,JJ",27
x"","SP","SP","PROPN,NOUN,ADJ","NNP,NN,JJ",32
x"","SP1","SP1","NUM,PROPN,NOUN","CD,NNP,NN",20
x"","SPB","SPBs,SPB","PROPN,NOUN","NNP,NN,NNS",21
x"","SR","SR,SR'","PROPN,NOUN,ADJ","NNP,NN,JJR,JJ",41
x"","SREBP","SREBP,SREBPs","PROPN,NOUN,SYM","NNP,NN,NFP,NNS,NNPS",37
x"","SRP","SRP","NOUN,ADJ,SYM,PROPN","NN,JJ,NFP,NNP",38
x"","SRY","SRY","DET,ADJ,PROPN,NOUN","DT,JJ,NNP,NN",26
x"","SSU","SSU","PROPN,NOUN","NNP,NN",102
x"","ST","ST","PROPN,ADJ","NNP,JJS,JJ",20
"","STAT","STAT,STATs","PROPN,DET,PRON,NOUN,SCONJ,ADJ,ADV,ADP,VERB","NNP,DT,WP,NN,IN,NNS,NNPS,JJ,RB,WDT,VBP,VBD,VB",153
"x","STEM","STEM","PROPN,NOUN","NNP,NN",24
"x","SUMO","SUMO","NOUN,PROPN,ADJ,ADV,INTJ,ADP","NN,NNP,JJ,RB,UH,IN",87
"x","SWI","SWI","PROPN,NUM","NNP,CD",51
"x","Schiff","Schiff","NOUN,PROPN","NN,NNP",23
"x","Schizosaccharomyce","Schizosaccharomyces","PROPN,NOUN","NNPS,NNP,NNS",21
"x","Schwann","Schwann","ADJ,PROPN","JJ,NNP",68
"x","Sertoli","Sertoli","PROPN,NOUN,ADJ","NNP,NN,JJ",61
"x","Sm","Sm","NOUN,ADJ,VERB,PROPN","NN,JJ,VBP,NNP,VB",53
"","Smad","Smads,Smad","PROPN,ADJ,NOUN","NNPS,JJ,NNS,NN,NNP",25
"","Src","Src,Src.","PROPN,ADJ,NOUN,X","NNP,JJ,NN,LS",66
"x","Stedman","Stedman","X,PROPN","GW,NNP",37
"x","T1","T1","NOUN,NUM","NN,CD",24
"x","T2","T2","NUM,PART,PROPN,NOUN","CD,TO,NNP,NN",32
"x","T3","T3","NOUN,NUM,VERB","NN,CD,VBP",41
"x","T4","T4","NOUN,NUM,PROPN,X","NN,CD,NNP,LS",39
"x","TAF","TAF,TAFs","PROPN,NOUN,SCONJ,ADP","NNP,NNS,IN,NN",66
"x","TAP","TAP","NOUN,ADV,X,SYM,PROPN","NN,RB,GW,NFP,NNP",96
"x","TARP","TARPs,TARP","NOUN,VERB","NNS,NN,VBP",20
"x","TATA","TATA","PROPN,NOUN,DET","NNP,NN,DT",62
"x","TBP","TBP","PROPN,NOUN,ADV,SYM,VERB","NNP,NN,RB,NFP,VB",81
"x","TCA","TCA","NOUN","NN",31
"x","TCF","TCF,TCFs","ADP,PROPN,NOUN,SCONJ","IN,NNP,RP,NNS,NN",21
"x","TCR","TCR,TCRs","NOUN,ADP,ADJ,PROPN,X,SCONJ,ADV","NN,IN,JJ,NNP,GW,RBR,NNS",51
"x","TFIID","TFIID","PROPN,NOUN,ADJ,AUX,X","NNP,NN,NNS,JJ,VBD,AFX",76
"x","TFIIH","TFIIH","PROPN,NOUN,SCONJ,VERB,ADJ,DET,X","NNP,NN,IN,VBP,JJ,DT,GW",36
"","TGF","TGF","NOUN,PROPN,ADJ,ADP,VERB","NN,NNP,JJ,IN,RP,VB",187
"x","TGFbeta","TGFbeta","PROPN,NOUN,X","NNP,NN,GW",21
"x","TLR","TLR,TLRs","SCONJ,NOUN,VERB,PROPN,ADJ,ADP","IN,NN,NNS,VB,NNP,JJ",49
"x","TMEM","TMEM","PROPN,NUM,NOUN,AUX","NNP,CD,NN,VBP",44
"x","TNF","TNF","PROPN,ADJ,NOUN,ADP,VERB,ADV","NNP,JJ,NN,RP,IN,NNS,VB,RB",139
"x","TOR","TOR","NOUN,ADJ,PROPN,CCONJ,X,ADP","NN,JJ,NNP,CC,GW,IN",22
"x","TP53","TP53","NUM,NOUN,PROPN","CD,NN,NNP",25
"x","TPR","TPR,TPRs","PROPN,NOUN,VERB","NNP,NN,VB,NNS",24
"x","TR","TR","PROPN,NOUN","NNP,NN",21
"x","TRAF","TRAF,TRAFs","PROPN,NOUN,AUX,VERB,ADP,SCONJ,ADJ","NNP,NNS,VB,IN,NN,JJ,RP,NNPS",64
"x","TRAIL","TRAIL","PROPN,NOUN,ADJ,SCONJ","NNP,NN,JJ,IN",29
"x","TRIM","TRIM","NUM,PROPN,NOUN","CD,NNP,NN",91
"x","TSH","TSH","PROPN,DET,NOUN,ADJ,INTJ","NNP,DT,NN,JJ,NNS,UH",43
"x","Th1","Th1","NUM,PROPN,PRON","CD,NNP,NN",23
"x","Thr","Thr","PROPN,ADJ,NOUN","NNP,JJR,JJ,NN",67
"x","Trp","Trp","PROPN,X,NOUN,VERB","NNP,GW,ADD,NN,VB",22
"x","Tyr","Tyr","PROPN,NOUN","NNP,NN",22
"x","U1","U1","PROPN,NUM,X,NOUN","NNP,CD,ADD,NN",48
"x","U11","U11","NOUN,PROPN,NUM","NN,NNP,CD",25
"x","U12","U12","NUM,PROPN,NOUN,X","CD,NNP,NN,LS",52
"x","U2","U2","PROPN,NUM,NOUN,X","NNP,CD,NN,LS",108
"x","U4","U4","PROPN,NUM","NNP,CD",55
"x","U4atac","U4atac","PROPN","NNP",29
"x","U5","U5","PROPN,NUM,NOUN","NNP,CD,NN",62
"x","U6","U6,U6.","PROPN,NUM","NNP,CD",70
"x","U6atac","U6atac,U6atac.","PROPN","NNP",33
"x","UCP","UCP,UCPs","PROPN,NOUN","NNP,NNS",24
"x","UDP","UDP","PROPN,NOUN,SYM,INTJ,ADJ,X,VERB","NNP,NN,NFP,UH,JJ,GW,VB",1145
"x","UGA","UGA","PROPN,NOUN,INTJ,X,DET","NNP,NN,UH,GW,DT",68
"x","UMP","UMP","PROPN,NOUN,X,SYM","NNP,NN,NNS,GW,NFP",47
"x","UTP","UTP,UTP:","PROPN,SYM,NOUN,INTJ","NNP,NFP,NN,UH",39
"x","UTR","UTR,UTRs,UTR.","ADP,PROPN,SCONJ,NOUN,ADV,ADJ","IN,NNP,NN,NNS,RB,NNPS,RBR,JJ",156
"x","UV","UV","PROPN,NOUN,X","NNP,NN,GW",106
"","Ubiquitination","Ubiquitination","NOUN","NN",29
"x","Underdevelopment","Underdevelopment","NOUN","NN",138
"x","V0","V0","NUM,NOUN,PROPN","CD,NN,NNP",59
"x","V1","V1","NUM,NOUN,PROPN,PRON","CD,NN,NNP",101
"x","VCX","VCX","PROPN,SYM","NNP,NFP",24
"","VEGF","VEGF,VEGFs","PROPN,AUX,NOUN,ADJ,SCONJ,ADV,PRON","NNP,VB,NNS,JJ,NN,IN,RB,PRP",64
"x","VI","VI","PROPN,PRON,NUM,X","NNP,PRP,CD,GW",87
"x","VII","VII","NUM,PROPN,NOUN,PRON","CD,NNP,NN,NNS,PRP",64
"x","VIII","VIII","NOUN,PROPN,NUM","NN,NNP,CD",55
"x","WAP","WAP","NOUN,PROPN,VERB,INTJ","NN,NNP,VB,UH",33
"x","WD","WD","NOUN,ADJ,PROPN,VERB","NN,JJ,NNP,VBD,VB",226
"x","WD40","WD40","NUM,X,NOUN,PROPN","CD,LS,NN,NNP",25
"x","WFDC","WFDC","X,PROPN,NOUN","FW,NNP,NN",44
"Wnt","WNT","WNT","ADJ,NOUN,ADP,X,VERB,PROPN","JJ,NN,IN,ADD,VB,NNP",73
"x","WW","WW","PROPN,INTJ,ADJ,ADV,NOUN","NNP,UH,JJ,WRB,NN",39
"x","Waardenburg","Waardenburg","PROPN,ADJ","NNP,JJ",23
"x","Willebrand","Willebrand","PROPN,DET,NUM,NOUN","NNP,DT,CD,NN",58
"x","Willi","Willi,Willis","PROPN","NNP,NNPS",22
"x","William","Williams","PROPN","NNP,NNPS",29
"x","Wilm","Wilms,Wilm","PROPN,NOUN","NNP,NNS",31
"","Wnt","Wnt,Wnts","ADJ,PROPN,NOUN,VERB","JJ,NNP,NN,VB,NNS",355
"x","XI","XI","NOUN,PROPN,X,NUM","NN,NNP,NNS,GW,CD",39
"x","XII","XII","PROPN,NOUN,NUM,X,ADV","NNP,NNS,CD,NN,LS,RB",32
"x","XIII","XIII","NUM,PRON","CD,PRP",31
"x","XX","XX","PROPN,ADP,NOUN,SYM","NNP,IN,NN,SYM",37
"x","XY","XY","DET,PRON,ADJ,NOUN,INTJ,PROPN","DT,PRP$,JJ,NN,PRP,UH,NNP",47
"x","Xa","Xa","PROPN,X,NOUN","NNP,GW,NN",29
"x","Xp","Xp","NOUN,PROPN","NN,NNP",74
"x","Xp22","Xp22,Xp22.","NUM,NOUN,PROPN","CD,NN,NNP",29
"x","Xq","Xq","PROPN,NOUN","NNP,NN",156
"x","ZNF","ZNF,ZNFs","PROPN,NOUN,ADP","NNP,NNS,IN",26
"x","Zellweger","Zellweger","PROPN,NOUN,ADJ","NNP,NN,JJR",24
"x","aa","aa","NOUN,DET,ADV,PROPN","NN,DT,RB,NNP",58
"x","abdomen","abdomen,ABDOMEN","NOUN,INTJ,ADJ,PROPN,VERB","NNS,UH,JJ,NN,NNPS,NNP,VBN",91
"x","abdominal","abdominal,ABDOMINAL,Abdominal","ADJ,PROPN,ADV","JJ,NNP,RB",301
"x","abduction","abduction","NOUN","NN",21
"x","aberrant","aberrant,Aberrant","ADJ,VERB,PROPN,ADV","JJ,VBN,NNP,RB",138
"x","aberration","aberrations,aberration,Aberrations,ABERRATIONS","NOUN,PROPN","NNS,NN,NNP",26
"x","ability","ability,abilities,Ability","NOUN,PROPN","NN,NNS,NNP",646
"x","able","able","ADJ","JJ",165
"x","abnormal","abnormal,Abnormal","ADJ,NOUN,PROPN,VERB","JJ,NN,NNP,VB",1748
